Channel,file generation,SALEDATE,NO.,BRAN_NAME,NO2,EAN,PRODUCT DES,SHORT_DESC,Region,Category,ITEM_DESC_SECONDARY,GROUP2,BRAND TBASE,COMP ,COLOR_DESC,SIZE_DESC,Sales QTY,SALRRP,TAX,SALNOT,SALMRP
mbo,04-05-2025 10:50,04-Apr-25,1581,Pacific - Khayala,1352,9272,OVERDYED CARGO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,OLIVE,28,1,2299,246.32,2052.68,2299
mbo,04-05-2025 10:50,04-Apr-25,1582,Pacific Dehradun,1353,9273,OVERDYED CARGO PANTS,APP 002,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3082.59,330.28,2752.31,3399
mbo,04-05-2025 10:50,04-Apr-25,1583,Phoenix Market City-LS-BLR,1354,9274,HALF SLEEVE PRINTED SHIRT,APP 003,East,Topwear,Shirt,Printed,A1,A2,NATURAL,M,1,2199,235.6,1963.4,2199
SIS,04-05-2025 10:50,04-Apr-25,1584,Z Square - Kanpur,1355,9275,OVERDYED CARGO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,2049,219.54,1829.46,2299
SIS,04-05-2025 10:50,04-Apr-25,1585,Quest Kolkatta,1356,9276,CHINO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,BLACK,34,1,1699,182.04,1516.96,1699
SIS,04-05-2025 10:50,04-Apr-25,1586,V R Mall-Chennai-LS,1357,9277,ELASTIC WAIST BAND CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
SIS,04-05-2025 10:50,04-Apr-25,1587,LS-City One Mall-Pune,1358,9278,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,BEIGE,36,1,1649.01,176.68,1472.33,1799
SIS,04-05-2025 10:50,04-Apr-25,1588,LS-City One Mall-Pune,1359,9279,CARGO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,BLACK,30,1,1937.09,207.54,1729.55,2199
SIS,04-05-2025 10:50,04-Apr-25,1589,Brook Field - Cbt,1360,9280,SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREY,32,-1,-1799,-192.76,-1606.24,-1799
SIS,04-05-2025 10:50,04-Apr-25,1590,Sarath City Mall-Hyderabad-LS,1361,9281,CORE CARGO PANT TWILL LYCRA,APP 010,East,Bottomwear,Pant,5 Pocket,A1,A2,KHAKI,30,1,2379.61,254.96,2124.65,2799
SIS,04-05-2025 10:50,04-Apr-25,1591,LS-PMC-Indore,1362,9282,ELASTIC WAIST BAND CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,BEIGE,30,1,1638.95,175.6,1463.35,1799
SIS,04-05-2025 10:50,04-Apr-25,1592,LS-Sparkle One Mall of Asia-BLR,1363,9283,HALF SLEEVE PRINTED SHIRT,APP 002,East,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,2199,235.6,1963.4,2199
EBO,04-05-2025 10:50,04-Apr-25,1593,LS-Ambience Mall-Delhi,1364,9284,GEO PRINTED CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1799,192.76,1606.24,1799
EBO,04-05-2025 10:50,04-Apr-25,1594,LS-Ambience Mall-Delhi,1365,9285,PELICAN  PRINTED CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BLUE,32,1,1574.01,168.64,1405.37,1799
EBO,04-05-2025 10:50,04-Apr-25,1595,LS DLF Mall-Noida,1366,9286,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1649,176.68,1472.32,1799
EBO,04-05-2025 10:50,04-Apr-25,1596,LS DLF Mall-Noida,1367,9287,GEO PRINTED CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1649,176.68,1472.32,1799
EBO,04-05-2025 10:50,04-Apr-25,1597,METROPOLIS MALL GURGAON,1368,9288,COTTON LYCRA CARGO PANT,APP 007,East,Bottomwear,Pant,5 Pocket,A1,A2,GREEN,32,1,3199,342.76,2856.24,3199
EBO,04-05-2025 10:50,04-Apr-25,1598,Pacific Dehradun,1369,9289,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 008,East,Topwear,Shirt,Printed,A1,A2,OLIVE,M,1,1828.8,195.94,1632.86,1999
EBO,04-05-2025 10:50,04-Apr-25,1599,LS-City Centre-Patna,1370,9290,OVERDYED CARGO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,BROWN,30,1,2299,246.32,2052.68,2299
EBO,04-05-2025 10:50,04-Apr-25,1600,Phoenix Market City-LS-BLR,1371,9291,OVERDYED CARGO PANTS,APP 010,East,Bottomwear,Pant,5 Pocket,A1,A2,GREY,32,1,3138.79,336.3,2802.49,3399
EBO,04-05-2025 10:50,04-Apr-25,1601,Phoenix Market City-LS-BLR,1372,9292,LINEN LOOK  CARGO POCKET PANT,APP 001,East,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,34,1,2699,289.18,2409.82,2699
Eomm,04-05-2025 10:50,04-Apr-25,1602,ICC Mall-LS-PUNE,1373,9293,CORE CARGO PANT TWILL LYCRA,APP 002,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,30,1,2799,299.9,2499.1,2799
Eomm,04-05-2025 10:50,04-Apr-25,1603,Express Avenue - Chennai,1374,9294,ELASTIC WAIST BAND CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,WHITE,30,1,1799,192.76,1606.24,1799
Eomm,04-05-2025 10:50,04-Apr-25,1604,LS-PMC-Indore,1375,9295,CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BLACK,36,1,1565.64,167.74,1397.9,1699
Eomm,04-05-2025 10:50,04-Apr-25,1605,LS-Sparkle One Mall of Asia-BLR,1376,9296,ELASTIC WAIST BAND CHINO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
Eomm,04-05-2025 10:50,04-Apr-25,1606,Phoenix Market City Velachery,1377,9297,SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,NAVY,32,1,1549,165.96,1383.04,1799
Eomm,04-05-2025 10:50,04-Apr-25,1607,Phoenix Market City Velachery,1378,9298,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1549,165.96,1383.04,1799
Eomm,04-05-2025 10:50,04-Apr-25,1608,LS DLF Mall-Noida,1379,9299,GEO PRINTED CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1649,176.68,1472.32,1799
Eomm,04-05-2025 10:50,04-Apr-25,1609,LS DLF Mall-Noida,1380,9300,PELICAN  PRINTED CHINO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,BLUE,28,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1610,Kingston - Goregaon,1381,9301,PELICAN  PRINTED CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1611,Kingston - Goregaon,1382,9302,ELASTIC WAIST BAND CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1754.74,188,1566.74,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1612,LS-VR Mall-Nagpur,1383,9303,PELICAN  PRINTED CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,BLUE,30,1,1656.9,177.52,1479.38,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1613,LS-Mall of millennium-Wakad-Pune,1384,9304,CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1699,182.04,1516.96,1699
Lifestyle,04-05-2025 10:50,04-Apr-25,1614,Phoenix Market City-LS-PUNE,1385,9305,PELICAN  PRINTED CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1799,192.76,1606.24,1799
Lifestyle,04-05-2025 10:50,04-Apr-25,1615,Ahmedabad-Alpha One Mall,1386,9306,ELASTIC WAIST BAND CHINO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREEN,30,1,1799,192.76,1606.24,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1616,RMZ Gallaria-Bangalore-LS,1387,9307,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 006,East,Topwear,Shirt,Printed,A1,A2,OLIVE,M,1,1999,214.18,1784.82,1999
Lifestyle,04-07-2025 10:52,05-Apr-25,1617,Phoenix Market City-LS-BLR,1388,9308,ELASTIC WAIST BAND CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,BEIGE,34,1,1549,165.96,1383.04,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1618,Phoenix Market City-LS-BLR,1389,9309,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 008,East,Topwear,Shirt,Printed,A1,A2,OLIVE,M,1,1962.3,210.24,1752.06,1999
Centro,04-07-2025 10:52,06-Apr-25,1619,ICC Mall-LS-PUNE,1390,9310,ELASTIC WAIST BAND CHINO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1799,192.76,1606.24,1799
Centro,04-07-2025 10:52,05-Apr-25,1620,LS-DSL Abacus -Hyderabad,1391,9311,CARGO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BLACK,30,1,1954.56,209.42,1745.14,2199
Centro,04-07-2025 10:52,05-Apr-25,1621,Runwal - Ghatkopar,1392,9312,ELASTIC WAIST BAND CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,2,3217.72,344.76,2872.96,3598
Centro,04-07-2025 10:52,06-Apr-25,1622,Express Avenue - Chennai,1393,9313,SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1799,192.76,1606.24,1799
Centro,04-07-2025 10:52,05-Apr-25,1623,MGF - Jaipur,1394,9314,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 003,East,Topwear,Shirt,Printed,A1,A2,OLIVE,M,1,1999,214.18,1784.82,1999
Centro,04-07-2025 10:52,05-Apr-25,1624,Oasis - Bangalore,1395,9315,CARGO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BLACK,36,1,1932.79,207.08,1725.71,2199
Centro,04-07-2025 10:52,06-Apr-25,1625,Pacific - Khayala,1396,9316,PELICAN  PRINTED CHINO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,LIGHT BLUE,32,1,1549,165.96,1383.04,1799
Centro,04-07-2025 10:52,06-Apr-25,1626,Ls-Sports Club Pune,1397,9317,CARGO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,BLACK,36,1,1949,208.82,1740.18,2199
Centro,04-07-2025 10:52,06-Apr-25,1627,ICC Mall-LS-PUNE,1398,9318,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 007,East,Topwear,Shirt,Printed,A1,A2,OLIVE,M,1,1999,214.18,1784.82,1999
mbo,04-07-2025 10:52,05-Apr-25,1628,Kingston - Goregaon,1399,9319,PELICAN  PRINTED CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,LIGHT BLUE,32,1,1544.28,165.46,1378.82,1799
mbo,04-07-2025 10:52,05-Apr-25,1629,LS-Mall of millennium-Wakad-Pune,1400,9320,OVERDYED CARGO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,2043.44,218.94,1824.5,2299
mbo,04-07-2025 10:52,06-Apr-25,1630,Elante-Chandigarh,1401,9321,GEO PRINTED CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,WHITE,38,1,1799,192.76,1606.24,1799
mbo,04-07-2025 10:52,05-Apr-25,1631,LS Cosmos Mall Agra,1402,9322,CORE CARGO PANT TWILL LYCRA,APP 001,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,34,1,2799,299.9,2499.1,2799
mbo,04-07-2025 10:52,06-Apr-25,1632,Ls Seasons Mall-Pune,1403,9323,ELASTIC WAIST BAND CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,GREEN,36,1,1799,192.76,1606.24,1799
mbo,04-07-2025 10:52,05-Apr-25,1633,Runwal - Ghatkopar,1404,9324,OVERDYED CARGO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,BROWN,36,1,2254.19,241.52,2012.67,2299
mbo,04-07-2025 10:52,06-Apr-25,1634,Express Avenue - Chennai,1405,9325,ELASTIC WAIST BAND CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
mbo,04-07-2025 10:52,05-Apr-25,1635,LS-Mall of millennium-Wakad-Pune,1406,9326,CARGO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,1954.56,209.42,1745.14,2199
mbo,04-07-2025 10:52,06-Apr-25,1636,Elante-Chandigarh,1407,9327,CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1580.38,169.32,1411.06,1699
SIS,04-07-2025 10:52,05-Apr-25,1637,LS-Prestige Shantinketan-Bangalore,1408,9328,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 007,East,Topwear,Shirt,Printed,A1,A2,GREEN,XXL,1,1999,214.18,1784.82,1999
SIS,04-07-2025 10:52,06-Apr-25,1638,Gopalan Signature Mall-Bangalore,1409,9329,CARGO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,BLACK,36,1,2136.29,228.88,1907.41,2199
SIS,04-07-2025 10:52,06-Apr-25,1639,Pacific - Khayala,1410,9330,HALF SLEEVE PRINTED SHIRT,APP 009,East,Topwear,Shirt,Printed,A1,A2,NATURAL,XL,1,2199,235.6,1963.4,2199
SIS,04-07-2025 10:52,06-Apr-25,1640,Pacific - Khayala,1411,9331,COTTON LYCRA CARGO PANT,APP 010,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,34,1,3199,342.76,2856.24,3199
SIS,04-07-2025 10:52,06-Apr-25,1641,Phoenix Market City-LS-PUNE,1412,9332,ELASTIC WAIST BAND CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
SIS,04-07-2025 10:52,06-Apr-25,1642,Z Square - Kanpur,1413,9333,CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,BLACK,38,1,1699,182.04,1516.96,1699
SIS,04-07-2025 10:52,06-Apr-25,1643,LS DLF Mall-Noida,1414,9334,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 003,East,Topwear,Shirt,Printed,A1,A2,GREEN,XL,1,1999,214.18,1784.82,1999
SIS,04-07-2025 10:52,06-Apr-25,1644,Kingston - Goregaon,1415,9335,CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1699,182.04,1516.96,1699
SIS,04-07-2025 10:52,05-Apr-25,1645,METROPOLIS MALL GURGAON,1416,9336,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREY,32,1,1799,192.76,1606.24,1799
EBO,04-07-2025 10:52,06-Apr-25,1646,Pacific - Khayala,1417,9337,PELICAN  PRINTED CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,BLUE,34,1,1549,165.96,1383.04,1799
EBO,04-07-2025 10:52,06-Apr-25,1647,Vega City Mall-LS-BLR,1418,9338,HALF SLEEVE PRINTED SHIRT,APP 007,East,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,2199,235.6,1963.4,2199
EBO,04-07-2025 10:52,06-Apr-25,1648,ICC Mall-LS-PUNE,1419,9339,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 008,East,Topwear,Shirt,Printed,A1,A2,BEIGE,L,1,1999,214.18,1784.82,1999
EBO,04-07-2025 10:52,06-Apr-25,1649,Runwal - Mulund,1420,9340,ELASTIC WAIST BAND CHINO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1660.53,177.92,1482.61,1799
EBO,04-07-2025 10:52,06-Apr-25,1650,Phoenix Market City Velachery,1421,9341,OVERDYED CARGO PANTS,APP 010,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,32,1,3399,364.18,3034.82,3399
EBO,04-07-2025 10:52,06-Apr-25,1651,LS-Ambience Mall-Delhi,1422,9342,LINEN LOOK  CARGO POCKET PANT,APP 001,East,Bottomwear,Pant,5 Pocket,A1,A2,BEIGE,32,1,2481.27,265.86,2215.41,2699
EBO,04-07-2025 10:52,06-Apr-25,1652,LS-Mall of millennium-Wakad-Pune,1423,9343,CARGO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,OLIVE,32,1,2199,235.6,1963.4,2199
EBO,04-07-2025 10:52,06-Apr-25,1653,Gopalan Signature Mall-Bangalore,1424,9344,ELASTIC WAIST BAND CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREEN,36,1,1574.01,168.64,1405.37,1799
EBO,04-07-2025 10:52,06-Apr-25,1654,LS-Vagas Mall-New Delhi,1425,9345,CARGO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BLACK,34,1,1949,208.82,1740.18,2199
Eomm,04-07-2025 10:52,06-Apr-25,1655,LS-Nexus Seawoods-Mumbai,1426,9346,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1549,165.96,1383.04,1799
Eomm,04-07-2025 10:52,05-Apr-25,1656,LS-Sparkle One Mall of Asia-BLR,1427,9347,LINEN LOOK  CARGO POCKET PANT,APP 006,East,Bottomwear,Pant,5 Pocket,A1,A2,WHITE,34,1,2429.1,260.26,2168.84,2699
Eomm,04-07-2025 10:52,06-Apr-25,1657,Phoenix Market City Velachery,1428,9348,GEO PRINTED CHINO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,2,3098,331.92,2766.08,3598
Eomm,04-07-2025 10:52,06-Apr-25,1658,Mantri - Bangalore,1429,9349,SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,GREY,40,1,1549,165.96,1383.04,1799
Eomm,04-07-2025 10:52,05-Apr-25,1659,LS-Prestige Shantinketan-Bangalore,1430,9350,SLUB LOWER,APP 009,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,M,1,2399,257.04,2141.96,2399
Eomm,04-07-2025 10:52,05-Apr-25,1660,Viva City-Thane,1431,9351,OVERDYED CARGO PANTS,APP 010,East,Bottomwear,Pant,5 Pocket,A1,A2,GREY,32,1,3399,364.18,3034.82,3399
Eomm,04-07-2025 10:52,06-Apr-25,1661,Pacific Dehradun,1432,9352,SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,NAVY,32,1,1672.69,179.22,1493.47,1799
Eomm,04-07-2025 10:52,06-Apr-25,1662,Z Square - Kanpur,1433,9353,ELASTIC WAIST BAND CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,BEIGE,32,1,1549,165.96,1383.04,1799
Lifestyle,04-07-2025 10:52,06-Apr-25,1663,ICC Mall-LS-PUNE,1434,9354,GEO PRINTED CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1799,192.76,1606.24,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1664,Runwal - Ghatkopar,1435,9355,CHINO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BLACK,32,1,1519.42,162.8,1356.62,1699
Lifestyle,04-07-2025 10:52,06-Apr-25,1665,Brook Field - Cbt,1436,9356,SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,GREY,30,1,1799,192.76,1606.24,1799
Lifestyle,04-07-2025 10:52,06-Apr-25,1666,Express Avenue - Chennai,1437,9357,CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREEN,28,1,1399,149.9,1249.1,1699
Lifestyle,04-07-2025 10:52,06-Apr-25,1667,Mantri - Bangalore,1438,9358,OVERDYED CARGO PANTS,APP 007,East,Bottomwear,Pant,5 Pocket,A1,A2,GREY,30,1,3024,324,2700,3399
Lifestyle,04-07-2025 10:52,06-Apr-25,1668,LS-Mall of millennium-Wakad-Pune,1439,9359,ELASTIC WAIST BAND CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,WHITE,36,1,1799,192.76,1606.24,1799
Lifestyle,04-07-2025 10:52,05-Apr-25,1669,Viva City-Thane,1440,9360,LINEN LOOK  CARGO POCKET PANT,APP 009,East,Bottomwear,Pant,5 Pocket,A1,A2,WHITE,34,1,2699,289.18,2409.82,2699
Lifestyle,04-07-2025 10:52,06-Apr-25,1670,Oasis - Bangalore,1441,9361,ELASTIC WAIST BAND CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BEIGE,34,2,3348,358.72,2989.28,3598
Lifestyle,04-07-2025 10:52,06-Apr-25,1671,Phoenix Market City-LS-PUNE,1442,9362,CHINO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,BLACK,36,1,1458.44,156.26,1302.18,1699
Centro,04-07-2025 10:52,06-Apr-25,1672,Ls Mum Market City-Kurla,1443,9363,CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,BEIGE,32,1,1699,182.04,1516.96,1699
Centro,04-07-2025 10:52,06-Apr-25,1673,Ls Seasons Mall-Pune,1444,9364,GEO PRINTED CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1574.01,168.64,1405.37,1799
Centro,04-07-2025 10:52,05-Apr-25,1674,Express Avenue - Chennai,1445,9365,OVERDYED CARGO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,OLIVE,36,1,2299,246.32,2052.68,2299
Centro,04-07-2025 10:52,06-Apr-25,1675,LS-DSL Abacus -Hyderabad,1446,9366,CARGO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,OLIVE,30,1,1949,208.82,1740.18,2199
Centro,04-07-2025 10:52,05-Apr-25,1676,LS-Prestige Shantinketan-Bangalore,1447,9367,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 006,East,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1999,214.18,1784.82,1999
Centro,04-07-2025 10:52,06-Apr-25,1677,Ls-Sports Club Pune,1448,9368,CARGO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,OLIVE,36,1,1949,208.82,1740.18,2199
Centro,04-07-2025 10:52,05-Apr-25,1678,Phoenix Market City-LS-BLR,1449,9369,SLUB LOWER,APP 008,East,Bottomwear,Pant,5 Pocket,A1,A2,OLIVE,M,1,2149,230.26,1918.74,2399
Centro,04-07-2025 10:52,05-Apr-25,1679,Phoenix Market City-LS-BLR,1450,9370,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 009,East,Topwear,Shirt,Printed,A1,A2,GREEN,L,1,1999,214.18,1784.82,1999
Centro,04-07-2025 10:52,05-Apr-25,1680,Ls Seasons Mall-Pune,1451,9371,CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1699,182.04,1516.96,1699
mbo,04-07-2025 10:52,06-Apr-25,1681,Phoenix Market City-LS-BLR,1452,9372,HALF SLEEVE PRINTED SHIRT,APP 001,East,Topwear,Shirt,Printed,A1,A2,WHITE,S,1,2199,235.6,1963.4,2199
mbo,04-07-2025 10:52,06-Apr-25,1682,MBD Neopolis - Ludhiana,1453,9373,ELASTIC WAIST BAND CHINO SHORTS,APP 002,East,Topwear,Jacket,Woven,A1,A2,WHITE,32,1,1799,192.76,1606.24,1799
mbo,04-07-2025 10:52,05-Apr-25,1683,METROPOLIS MALL GURGAON,1454,9374,ELASTIC WAIST BAND CHINO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREEN,32,1,1549,165.96,1383.04,1799
mbo,04-07-2025 10:52,06-Apr-25,1684,LS-Vagas Mall-New Delhi,1455,9375,CARGO SHORTS,APP 004,East,Topwear,Jacket,Woven,A1,A2,BROWN,34,1,1949,208.82,1740.18,2199
mbo,04-07-2025 10:52,06-Apr-25,1685,Viva City-Thane,1456,9376,LINEN LOOK  CARGO POCKET PANT,APP 005,East,Bottomwear,Pant,5 Pocket,A1,A2,WHITE,34,1,2699,289.18,2409.82,2699
mbo,04-07-2025 10:52,06-Apr-25,1686,Phoenix Market City-LS-BLR,1457,9377,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 006,East,Topwear,Shirt,Printed,A1,A2,BEIGE,M,1,1999,214.18,1784.82,1999
mbo,04-07-2025 10:52,05-Apr-25,1687,Sarath City Mall-Hyderabad-LS,1458,9378,HALF SLEEVE PRINTED SHIRT,APP 007,East,Topwear,Shirt,Printed,A1,A2,WHITE,L,1,2199,235.6,1963.4,2199
mbo,04-07-2025 10:52,06-Apr-25,1688,LS-Pacific Mall-Faridabad,1459,9379,HALF SLEEVE PRINTED SHIRT,APP 008,East,Topwear,Shirt,Printed,A1,A2,WHITE,M,1,1949,208.82,1740.18,2199
mbo,04-07-2025 10:52,05-Apr-25,1689,LS-The Forum Thomsun Mall-Ernakulam,1460,9380,OVERDYED CARGO SHORTS,APP 009,East,Topwear,Jacket,Woven,A1,A2,GREY,32,1,2002.16,214.52,1787.64,2299
SIS,04-07-2025 10:52,06-Apr-25,1690,LS DLF Mall-Noida,1461,9381,CHINO SHORTS,APP 010,East,Topwear,Jacket,Woven,A1,A2,BLACK,32,2,3398,364.08,3033.92,3398
SIS,04-07-2025 10:52,06-Apr-25,1691,LS-Mall of millennium-Wakad-Pune,1462,9382,CARGO SHORTS,APP 001,East,Topwear,Jacket,Woven,A1,A2,BLACK,34,1,2199,235.6,1963.4,2199
SIS,04-07-2025 10:52,05-Apr-25,1692,LS-Prestige Shantinketan-Bangalore,1463,9383,HALF SLEEVE PRINTED COTTON LINEN SHIRT,APP 002,East,Topwear,Shirt,Printed,A1,A2,BEIGE,L,1,1999,214.18,1784.82,1999
SIS,04-07-2025 10:52,05-Apr-25,1693,Oasis - Bangalore,1464,9384,OVERDYED CARGO SHORTS,APP 003,East,Topwear,Jacket,Woven,A1,A2,GREY,34,1,1844.1,197.58,1646.52,2299
SIS,04-07-2025 10:52,06-Apr-25,1694,RMZ Gallaria-Bangalore-LS,1465,9385,HALF SLEEVE CAMP COLLAR PRINTED SHIRT,APP 004,East,Topwear,Shirt,Printed,A1,A2,OLIVE,XL,1,1999,214.18,1784.82,1999
SIS,04-07-2025 10:52,06-Apr-25,1695,ICC Mall-LS-PUNE,1466,9386,OVERDYED CARGO SHORTS,APP 005,East,Topwear,Jacket,Woven,A1,A2,OLIVE,34,1,2098.41,224.82,1873.59,2299
SIS,04-07-2025 10:52,06-Apr-25,1696,LS-Rcube Mall-Noida,1467,9387,ELASTIC WAIST BAND CHINO SHORTS,APP 006,East,Topwear,Jacket,Woven,A1,A2,GREEN,34,1,1619.1,173.48,1445.62,1799
SIS,04-07-2025 10:52,06-Apr-25,1697,LS-City One Mall-Pune,1468,9388,OVERDYED CARGO SHORTS,APP 007,East,Topwear,Jacket,Woven,A1,A2,GREY,30,-1,-2100.74,-225.08,-1875.66,-2299
SIS,04-07-2025 10:52,06-Apr-25,1698,Express Avenue - Chennai,1469,9389,GEO PRINTED CHINO SHORTS,APP 008,East,Topwear,Jacket,Woven,A1,A2,WHITE,34,1,1799,192.76,1606.24,1799
